814,1
815,5
816,8
817,1
818,1
819,6
820,7
821,1
822,1
823,1
824,4
825,1
826,1
827,4
828,1
829,1
830,6
831,1
832,3
833,1
834,1
835,1
836,1
837,1
838,2
839,1
840,1
841,1
842,4
843,5
844,1
845,4
846,2
847,1
848,7
849,3
850,3
851,5
852,1
853,4
854,1
855,5
856,4
857,1
858,1
859,1
860,4
861,1
862,2
863,1
864,3
865,3
866,6
867,1
868,1
869,1
870,1
871,1
872,1
873,1
874,1
875,2
876,1
877,1
878,3
879,2
880,2
881,2
882,1
883,1
884,1
885,2
886,2
887,6
888,2
889,3
890,1
891,5
892,1
893,1
894,1
895,3
896,2
897,1
898,1
899,1
900,4
901,1
902,5
903,1
904,4
905,4
906,2
907,2
908,5
909,4
910,4
911,4
912,4
913,6
914,1
915,1
916,2
917,2
918,1
919,3
920,1
921,1
922,1
923,1
924,4
925,5
926,1
927,4
928,2
929,6
930,2
931,2
932,5
933,2
934,1
935,5
936,1
937,1
938,1
939,1
940,2
941,3
942,6
943,1
944,1
945,1
946,4
947,4
948,1
949,1
950,3
951,3
952,3
953,3
954,2
955,2
956,5
957,6
958,6
959,1
960,4
961,4
962,1
963,1
964,3
965,1
966,1
967,7
968,8
969,1
970,3
971,5
972,1
973,1
974,5
975,3
976,3
977,1
978,1
979,1
980,4
981,1
982,1
983,1
984,6
985,1
986,1
987,4
988,1
989,1
990,3
991,7
992,8
993,5
994,6
995,1
996,6
997,3
998,6
999,2
1000,5
1001,1
1002,7
1003,6
1004,1
1005,1
1006,1
1007,7
1008,4
1009,1
1010,1
1011,1
1012,4
1013,1
1014,1
1015,6
1016,1
1017,1
1018,3
1019,3
1020,1
1021,8
1022,1
1023,4
1024,2
1025,1
1026,1
1027,6
1028,4
1029,5
1030,8
1031,1
1032,3
1033,1
1034,1
1035,1
1036,1
1037,1
1038,1
1039,1
1040,1
1041,1
1042,6
1043,4
1044,1
1045,1
1046,2
1047,1
1048,5
1049,5
1050,1
1051,2
1052,1
1053,1
1054,3
1055,5
1056,5
1057,1
1058,4
1059,1
1060,1
1061,1
1062,1
1063,1
1064,7
1065,1
1066,1
1067,1
1068,1
1069,1
1070,1
1071,1
1072,1
1073,5
1074,1
1075,4
1076,2
1077,1
1078,4
1079,4
1080,3
1081,1
1082,1
1083,1
1084,1
1085,4
1086,7
1087,2
1088,7
1089,3
1090,1
1091,5
1092,1
1093,1
1094,6
1095,2
1096,1
1097,2
1098,1
1099,7
1100,1
1101,6
1102,8
1103,5
1104,2
1105,1
1106,1
1107,4
1108,1
1109,5
1110,7
1111,3
1112,1
1113,1
1114,1
1115,1
1116,4
1117,1
1118,1
1119,2
1120,4
1121,1
1122,1
1123,1
1124,1
1125,2
1126,2
1127,3
1128,2
1129,2
1130,4
1131,3
1132,1
1133,3
1134,1
1135,2
1136,1
1137,1
1138,1
1139,1
1140,1
1141,3
1142,1
1143,1
1144,1
1145,1
1146,3
1147,1
1148,5
1149,6
1150,5
1151,1
1152,3
1153,6
1154,5
1155,2
1156,5
1157,6
1158,6
1159,5
1160,4
1161,2
0,10
1,10
2,9
3,9
4,9
5,9
6,9
7,9
8,9
9,9
10,9
11,9
12,9
13,9
14,9
15,9
16,9
17,9
18,8
19,9
20,9
21,9
22,9
23,8
24,9
25,9
26,9
27,9
28,9
29,9
30,9
31,8
32,9
33,9
34,9
35,9
36,9
37,8
38,9
39,9
40,9
41,9
42,8
43,8
44,9
45,9
46,8
47,9
48,8
49,9
50,9
51,9
52,9
53,9
54,8
55,8
56,8
57,8
58,8
59,8
60,9
61,8
62,9
63,9
64,9
65,8
66,9
67,8
68,9
69,9
70,8
71,8
72,8
73,9
74,8
75,9
76,8
77,9
78,8
79,9
80,8
81,8
82,8
83,8
84,8
85,9
86,9
87,8
88,8
89,8
90,9
91,9
92,8
93,8
94,8
95,8
96,8
97,8
98,8
99,8
