0,1
1,1
2,8
3,2
4,5
5,2
6,1
7,4
8,4
9,3
10,4
11,4
12,1
13,2
14,6
15,3
16,1
17,7
18,1
19,6
20,6
21,5
22,1
23,2
24,1
25,2
26,4
27,6
28,5
29,5
30,7
31,2
32,2
33,5
34,4
35,4
36,4
37,5
38,2
39,1
40,6
41,4
42,1
43,5
44,1
45,6
46,5
47,1
48,6
49,6
50,1
51,2
52,1
53,2
54,3
55,1
56,4
57,3
58,1
59,4
60,1
61,4
62,4
63,5
64,8
65,1
66,3
67,1
68,1
69,5
70,1
71,4
72,4
73,5
74,4
75,5
76,1
77,4
78,4
79,5
80,7
81,7
82,4
83,4
84,4
85,1
86,1
87,4
88,5
89,3
90,5
91,1
92,4
93,1
94,4
95,5
96,2
97,5
98,5
99,4
100,3
101,2
102,5
103,5
104,1
105,1
106,7
107,5
108,5
109,3
110,6
111,6
112,3
113,2
114,4
115,5
116,5
117,1
118,4
119,7
120,1
121,1
122,4
123,8
124,5
125,1
126,4
127,4
128,6
129,4
130,3
131,1
132,1
133,1
134,1
135,1
136,1
137,1
138,1
139,2
140,4
141,2
142,7
143,7
144,1
145,4
146,1
147,4
148,6
149,1
150,7
151,5
152,5
153,6
154,4
155,4
156,6
157,1
158,4
159,1
160,7
161,5
162,5
163,2
164,1
165,4
166,6
167,6
168,4
169,1
170,3
171,4
172,1
173,4
174,5
175,4
176,4
177,2
178,6
179,6
180,4
181,4
182,5
183,1
184,5
185,1
186,7
187,2
188,5
189,3
190,5
191,7
192,5
193,1
194,1
195,1
196,2
197,4
198,4
199,4
200,1
201,1
202,1
203,1
204,1
205,6
206,1
207,5
208,4
209,1
210,1
211,1
212,7
213,1
214,2
215,1
216,2
217,6
218,8
219,4
220,2
221,7
222,3
223,1
224,1
225,2
226,5
227,1
228,1
229,2
230,1
231,1
232,4
233,5
234,5
235,2
236,2
237,1
238,1
239,3
240,4
241,5
242,5
243,5
244,1
245,1
246,5
247,4
248,2
249,2
250,1
251,5
252,1
253,6
254,1
255,6
256,6
257,3
258,1
259,5
260,1
261,4
262,6
263,6
264,5
265,2
266,3
267,4
268,4
269,6
270,7
271,1
272,5
273,5
274,2
275,3
276,1
277,1
278,1
279,4
280,3
281,6
282,1
283,1
284,3
285,1
286,3
287,4
288,3
289,3
290,2
291,1
292,1
293,1
294,1
295,4
296,2
297,4
298,5
299,1
300,1
301,2
302,6
303,2
304,3
305,1
306,4
307,6
308,5
309,4
310,5
311,1
312,6
313,4
314,1
315,3
316,1
317,6
318,3
319,2
320,1
321,3
322,3
323,1
324,4
325,1
326,1
327,2
328,8
329,2
330,1
331,1
332,1
333,1
334,6
335,1
336,2
337,6
338,5
339,1
340,4
341,4
342,3
343,6
344,1
345,3
346,3
347,1
348,3
349,1
350,2
351,1
352,2
353,6
354,1
355,2
356,4
357,1
358,7
359,7
360,4
361,2
362,1
363,2
364,2
365,1
366,1
367,3
368,1
369,3
370,3
371,1
372,3
373,4
374,1
375,2
376,1
377,7
378,1
379,2
380,1
381,3
382,1
383,1
384,1
385,1
386,7
387,2
388,2
389,2
390,3
391,3
392,7
393,3
394,5
395,1
396,1
397,7
398,1
399,5
400,6
401,1
402,7
403,2
404,2
405,7
406,4
407,1
408,5
409,1
410,6
411,4
412,5
413,5
414,1
415,3
416,1
417,5
418,4
419,1
420,1
421,1
422,4
423,1
424,5
425,4
426,1
427,1
428,1
429,5
430,3
431,1
432,5
433,5
434,3
435,4
436,1
437,1
438,1
439,1
440,1
441,5
442,1
443,1
444,1
445,1
446,1
447,1
448,3
449,1
450,1
451,1
452,3
453,1
454,2
455,1
456,1
457,7
458,1
459,1
460,5
461,4
462,1
463,2
464,3
465,1
466,1
467,1
468,5
469,3
470,7
471,1
472,6
473,1
474,1
475,2
476,1
477,7
478,1
479,4
480,5
481,1
482,3
483,1
484,7
485,4
486,8
487,6
488,5
489,5
490,3
491,1
492,1
493,1
494,5
495,6
496,2
497,1
498,1
499,1
500,2
501,1
502,4
503,1
504,4
505,1
506,4
507,6
508,2
509,1
510,2
511,4
512,7
513,1
514,1
515,6
516,1
517,6
518,4
519,5
520,6
521,1
522,1
523,1
524,1
525,3
526,5
527,6
528,7
529,4
530,4
531,2
532,1
533,2
534,7
535,1
536,4
537,6
538,5
539,6
540,8
541,3
542,3
543,1
544,1
545,2
546,3
547,1
548,6
549,1
550,6
551,3
552,1
553,5
554,1
555,1
556,2
557,7
558,6
559,1
560,4
561,4
562,5
563,1
564,1
565,1
566,4
567,7
568,6
569,8
570,5
571,1
572,4
573,1
574,1
575,1
576,4
577,6
578,3
579,8
580,7
581,1
582,1
583,4
584,3
585,3
586,5
587,5
588,2
589,1
590,2
591,8
592,6
593,6
594,7
595,1
596,2
597,1
598,6
599,7
600,1
601,7
602,4
603,6
604,6
605,2
606,1
607,4
608,4
609,7
610,1
611,1
612,1
613,1
614,6
615,6
616,7
617,6
618,4
619,1
620,5
621,4
622,2
623,7
624,2
625,1
626,7
627,5
628,1
629,1
630,3
631,1
632,5
633,1
634,7
635,7
636,1
637,5
638,1
639,5
640,1
641,2
642,1
643,1
644,1
645,5
646,2
647,1
648,4
649,1
650,4
651,5
652,9
653,5
654,1
655,1
656,1
657,4
658,1
659,1
660,3
661,6
662,2
663,1
664,1
665,4
666,7
667,4
668,1
669,1
670,1
671,1
672,1
673,5
674,7
675,1
676,1
677,1
678,6
679,4
680,1
681,2
682,2
683,2
684,2
685,2
686,2
687,2
688,2
689,2
690,2
691,2
692,2
693,2
694,2
695,2
696,2
697,2
698,2
699,1
700,2
701,1
702,1
703,6
704,7
705,7
706,1
707,1
708,5
709,4
710,3
711,1
712,4
713,3
714,5
715,6
716,1
717,3
718,3
719,4
720,2
721,3
722,3
723,3
724,6
725,2
726,1
727,1
728,5
729,8
730,4
731,1
732,1
733,1
734,1
735,4
736,4
737,4
738,3
739,1
740,1
741,1
742,6
743,5
744,7
745,1
746,1
747,1
748,1
749,1
750,1
751,1
752,6
753,1
754,4
755,4
756,3
757,4
758,2
759,1
760,2
761,7
762,3
763,1
764,3
765,3
766,1
767,6
768,4
769,5
770,5
771,5
772,2
773,1
774,1
775,6
776,1
777,2
778,1
779,6
780,4
781,1
782,1
783,2
784,1
785,1
786,5
787,6
788,1
789,1
790,1
791,5
792,6
793,6
794,6
795,6
796,7
797,6
798,1
799,2
800,1
801,3
802,1
803,1
804,6
805,5
806,1
807,1
808,1
809,4
810,3
811,5
812,1
813,5
