,explicit,year_song,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,0.0,0.0,0.5787321063394683,0.7129941737817278,0.5454545454545454,0.9078885681150839,1.0,0.04871495327102804,0.6482395727304784,0.0,0.09845662586482172,0.8168016194331984,0.7300012892689844,0.3146444203887607,0.8
1,0.0,0.0,0.8077709611451943,0.6469928339545293,0.9090909090909092,0.8651269524021025,0.0,0.15887850467289721,0.05175439106058965,0.0,0.2410856838744013,0.6619433198380567,0.37818127121921863,0.26901276818912245,0.8
2,1.0,0.0,0.7750511247443763,0.7119941534813157,0.6363636363636364,0.9194611000074027,1.0,0.13084112149532712,0.018588407918034754,0.0,0.04917509313464609,0.8046558704453441,0.644625897116335,0.2394069078659844,0.8
3,0.0,0.0,0.5961145194274028,0.8289965286295312,0.09090909090909091,0.8991783255607375,1.0,0.15654205607476637,0.008678814166956232,0.0,0.02245875465673231,0.5819838056680161,0.7478963427736472,0.37825003866092016,0.8
4,1.0,0.0,0.8476482617586912,0.42798838816427975,0.0,0.7791102228144202,1.0,0.09696261682242992,0.05527199533328486,0.00423,0.12293773283661524,0.4534412955465587,0.6363702780523443,0.41749255357058807,0.8
5,0.0,0.0,0.7229038854805726,0.8129962038229377,1.0,0.9013497174723026,0.0,0.06670560747663551,0.08672942782910208,0.0,0.1559340074507717,0.7307692307692307,0.5368559027031673,0.31545125698417925,0.8
6,0.0,0.0,0.47034764826175873,0.795995858715932,0.0,0.9016951661855062,0.0,0.038901869158878506,0.0010707386400125797,0.0,0.08994145822245876,0.18421052631578946,0.4298036013580299,0.28761539444224055,0.8
7,0.0,0.0,0.630879345603272,0.9219984165678565,1.0,0.9270362967897946,1.0,0.08691588785046728,0.00024359912103310468,0.388,0.3634912187333688,0.6072874493927125,0.567531909407366,0.2712769533850157,0.8
8,0.0,0.0,0.3353783231083845,0.9389987616748621,0.18181818181818182,0.9719446295062553,0.0,0.049415887850467285,4.4904731115434926e-05,0.0065,0.3358169238956892,0.33299595141700405,0.7992221410460268,0.3076518365618003,0.8
9,0.0,0.0,0.4550102249488753,0.09818169308836969,0.5454545454545454,0.6589434204357589,1.0,0.06728971962616823,0.9537686295588628,1.71e-06,0.09313464608834487,0.08603238866396762,0.9999999999999999,0.2627144000161367,0.8
10,1.0,0.0,0.7290388548057259,0.7459948436953271,0.0,0.8896291361314681,1.0,0.30257009345794394,0.040397554408745096,0.0,0.6168174560936669,0.4757085020242915,0.5802612918475224,0.4181884501341366,0.8
11,0.0,0.0,0.9202453987730062,0.5379906212096107,0.6363636363636364,0.8183433266711083,1.0,0.04007009345794392,0.230147179175847,0.843,0.28259712613092064,0.72165991902834,0.41045167390089815,0.20630307471979237,0.8
12,0.0,0.0,0.5051124744376279,0.8609971782427184,0.4545454545454546,0.8835591087423201,1.0,0.04264018691588785,0.25828801335740875,0.0,0.08674827035657265,0.6761133603238867,0.7394043577291675,0.21961587854419778,0.8
