,artist_name,track_name,track_id,popularity,explicit,year_song,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
695,TisaKorean,The Mop,3osCREknZZMgitJFD4lECG,68,False,2019,0.0101,0.848,249000,0.326,0.0,2,0.121,-12.384,1,0.561,143.996,4,0.411
696,Thomas Rhett,Beer Can’t Fix,7idmHTAQQPUFqdjXkoooXD,68,False,2019,0.0317,0.711,209733,0.774,0.0,7,0.124,-4.068,1,0.0308,111.016,4,0.939
697,Tyler Childers,All Your'n,0fCwTrRNfoNk962ati8n2K,67,False,2019,0.408,0.585,218280,0.55,3.97e-05,11,0.115,-7.342,1,0.0255,78.176,4,0.839
698,Andy Grammer,I Found You,3CAqTfkRgmImhxYDjyL6S7,72,False,2019,0.0945,0.728,151734,0.701,2.08e-05,1,0.181,-6.58,1,0.0406,137.97,4,0.413
699,benny blanco,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",1WSGTYKLEpKfNQYYW5Oymt,79,False,2019,0.404,0.541,158027,0.468,3.65e-06,10,0.358,-4.039,0,0.362,95.266,4,0.69
700,NF,My Stress,0aQA9DP54h37OevE7hRc2a,71,False,2019,0.24,0.653,252712,0.796,0.0,7,0.108,-4.05,0,0.245,160.026,4,0.405
701,Teyana Taylor,How You Want It?,0rbnYyj0Zq2pNJSzWqtf4g,71,True,2019,0.292,0.492,222213,0.698,0.0,5,0.0989,-2.801,0,0.184,94.59,4,0.749
702,Kesha,Raising Hell (feat. Big Freedia),3Ex5RFJRUdpHcDOLXJOVLy,72,True,2019,0.00134,0.676,169681,0.869,6.77e-05,1,0.0692,-4.689,0,0.132,114.991,4,0.271
703,Lana Del Rey,Fuck it I love you,7MtVPRGtZl6rPjMfLoI3Lh,75,True,2019,0.892,0.532,218288,0.452,0.00113,9,0.127,-10.654,0,0.043,129.895,4,0.203
704,Ava Max,Freaking Me Out,7uYIX9O9DY6l1D3HiwHR1J,76,False,2019,0.458,0.429,192456,0.553,0.0,1,0.0766,-4.838,0,0.0669,97.954,4,0.382
705,Taylor Swift,Cornelia Street,12M5uqx0ZuwkpLp5rJim1a,73,False,2019,0.781,0.824,287267,0.624,0.000189,0,0.1,-9.728,1,0.0827,102.012,4,0.248
706,Jhené Aiko,Triggered - Remix,1vXFnAO7zu7n0ErcJmGLZF,70,True,2019,0.742,0.487,231067,0.439,0.0,0,0.091,-11.316,1,0.392,91.582,4,0.369
707,DaBaby,"GOSPEL (feat. Chance The Rapper, Gucci Mane & YK Osiris)",0WoAkdHmgPmEXfiBox1flk,69,True,2019,0.0387,0.676,214893,0.664,0.0,8,0.0475,-4.435,1,0.343,161.867,4,0.838
708,Lil Tjay,Laneswitch,4rBOlGhLgQXt2YGlxcwTWZ,68,True,2019,0.138,0.736,150000,0.684,0.0,11,0.262,-7.779,0,0.0863,128.002,4,0.346
709,Bskills973,Touch,5aGz4n4EECyJNb6QMfqVXY,66,False,2019,0.0821,0.738,73932,0.907,0.17,8,0.105,-5.069,1,0.121,121.304,5,0.767
710,Alan Walker,On My Way,4n7jnSxVLd8QioibtTDBDq,82,False,2019,0.0209,0.509,193798,0.689,0.0,1,0.301,-4.929,0,0.102,170.087,4,0.297
711,Clairo,Softly,4PvbbMYL4fkToni5BLaYRb,71,False,2019,0.33,0.759,185307,0.436,0.0113,0,0.102,-11.233,0,0.0419,94.03,4,0.782
712,iann dior,romance361,33BCQDhwZyiudb8Mud33tb,71,True,2019,0.0589,0.713,181290,0.632,1.44e-06,1,0.105,-7.685,1,0.105,170.009,4,0.373
713,Sasha Sloan,Dancing With Your Ghost,1TQXIltqoZ5XXyfCbAeSQQ,74,False,2019,0.761,0.629,197732,0.327,2.96e-05,11,0.103,-8.285,1,0.029,74.953,4,0.381
714,Tayla Parx,Fight (feat. Florida Georgia Line),7A6UIxi15awyiEbYbMF06V,69,False,2019,0.139,0.495,197128,0.585,0.0,7,0.257,-6.071,1,0.039,182.883,3,0.57
715,Kelly Clarkson,Broken & Beautiful (from the movie UGLYDOLLS),1Y9cAYTmyWJCcmfqdG2I29,72,False,2019,0.0823,0.73,218948,0.732,0.0,8,0.0757,-2.556,1,0.0366,112.058,4,0.546
716,NAV,Price On My Head (feat. The Weeknd),4hqOmrCCJKyiuwDexd8c2t,72,True,2019,0.384,0.768,217776,0.574,1.65e-05,6,0.336,-6.104,0,0.136,74.949,4,0.278
717,Pop Smoke,War,0JhonNQL2ixH1JcsgEj4Hn,71,True,2019,0.221,0.65,223120,0.778,0.0,1,0.0695,-4.226,0,0.134,141.849,4,0.6
718,Chrishan,Sin City,2Eb367lyxqaHt6sLNANyrr,71,True,2019,0.676,0.886,212000,0.225,0.0,4,0.0938,-11.437,1,0.457,120.1,4,0.387
719,DaBaby,REALLY (feat. Stunna 4 Vegas),7vxGCUPJhe0fXfBkwVPFcP,68,True,2019,0.0552,0.943,139500,0.654,0.0,1,0.0893,-5.175,1,0.274,100.091,4,0.608
720,Lewis Capaldi,Hold Me While You Wait,6700Z4Izi8EbB6JNthU6Ma,75,False,2019,0.443,0.688,205687,0.53,0.0,11,0.0995,-5.507,1,0.0333,106.958,4,0.162
721,Yung Gravy,iunno,02TmyBZCgcVihv9PVK9Mw2,70,True,2019,0.241,0.908,157674,0.402,0.0,0,0.066,-11.701,0,0.261,86.005,4,0.569
722,Taylor Swift,Death By A Thousand Cuts,2dgFqt3w9xIQRjhPtwNk3D,72,False,2019,0.454,0.712,198533,0.732,0.0,4,0.319,-6.754,1,0.0629,94.071,4,0.313
723,Don Toliver,Had Enough (feat. Quavo & Offset),2jrAaawDRCn1JjeouxAyDN,70,True,2019,0.249,0.749,157133,0.79,0.0,2,0.129,-4.577,1,0.113,147.952,4,0.674
724,EXO,Obsession,7fK0csBoqbcgUuWGV0cpoD,78,False,2019,0.0024,0.704,203520,0.729,0.0,7,0.218,-3.851,1,0.0624,129.992,4,0.71
725,iann dior,Strings,2VdWzhJDjWaELCEhwyO8Q4,70,True,2019,0.128,0.797,194000,0.566,0.0,1,0.114,-6.654,1,0.042,119.937,4,0.392
726,Rod Wave,Poison,1CxYDvfq3KVvsPSZ9NCdM9,67,True,2019,0.137,0.667,195866,0.616,0.0,11,0.146,-10.154,1,0.256,152.112,1,0.759
727,Gunna,Same Yung Nigga (feat. Playboi Carti),1q9jq5X5vwmewjOa2mHtQ1,69,True,2019,0.183,0.852,180935,0.568,0.0,1,0.0993,-9.202,0,0.344,81.526,4,0.504
728,Dean Lewis,Stay Awake,2smpiAZfaN0GFi15MqAq6E,75,False,2019,0.337,0.723,185400,0.829,3.47e-05,11,0.0931,-7.123,0,0.0453,106.023,4,0.582
729,Shoreline Mafia,Wings,0MdSezTbC54SIPQkXrvHrp,69,True,2019,0.029,0.927,144080,0.607,0.0,4,0.104,-5.372,0,0.19,101.999,4,0.364
730,Coldplay,Orphans,6muOWhMh7Tf0UFUtMDBhUR,78,False,2019,0.0254,0.503,197533,0.808,0.00162,11,0.557,-5.051,0,0.045,107.975,4,0.283
731,Justin Quiles,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",1ndyl3wJCFs872XZ3ztPk6,86,False,2019,0.0451,0.743,258600,0.709,5.18e-06,3,0.0809,-3.922,0,0.0879,170.001,4,0.831
732,French Montana,Wiggle It (feat. City Girls),4vfsh1GHqHZtTlkusq9j5E,71,True,2019,0.0114,0.806,172048,0.76,3.11e-05,1,0.126,-4.69,1,0.0465,101.965,4,0.554
733,Kevin Gates,By My Lonely,25AEevSO1lu4EKMIP5Sy5p,67,True,2019,0.0222,0.725,130612,0.696,1.2e-06,5,0.108,-4.947,0,0.041,147.014,4,0.443
734,Noriel,Cuerpo en Venta,2B94bbI1a4LyBpK1439oP7,82,False,2019,0.161,0.696,254413,0.601,0.0,11,0.0974,-5.749,1,0.302,91.924,4,0.408
735,Jack Harlow,THRU THE NIGHT (feat. Bryson Tiller),1AgSUWSzmza5jF6ER5R68v,69,True,2019,0.016,0.88,128409,0.58,3.83e-06,5,0.0936,-5.032,0,0.0438,124.003,4,0.754
736,Chris Young,Drowning,59JBsvbxoibwgWLVE61acB,67,False,2019,0.211,0.438,189823,0.661,0.0,5,0.0865,-5.189,1,0.0359,75.989,4,0.319
737,blackbear,Short Kings Anthem,6URlKrAIlJJwHnHxxXWywt,70,True,2019,0.0974,0.9,159184,0.691,0.0,8,0.141,-3.888,0,0.107,98.011,4,0.854
738,Chance the Rapper,Handsome,1xsP6AITcWNigBYBYVnVZw,68,True,2019,0.025,0.869,173489,0.607,0.0,6,0.0906,-6.192,0,0.333,160.011,4,0.531
739,YoungBoy Never Broke Again,Bring 'Em Out,6ZEg5lvsHhIqAxu2OiryYY,67,True,2019,0.276,0.761,161094,0.71,0.0,6,0.253,-5.768,0,0.334,152.194,4,0.623
740,Rex Orange County,Pluto Projector,4EWBhKf1fOFnyMtUzACXEc,71,False,2019,0.707,0.551,267520,0.219,0.000691,5,0.118,-11.196,1,0.0285,80.978,4,0.191
741,Loud Luxury,I'm Not Alright,4otVP2TcJliXWq2GjkvWkR,67,False,2019,0.081,0.875,187797,0.858,1.27e-06,4,0.381,-3.886,1,0.0496,121.978,4,0.7
742,EARTHGANG,Proud Of U (feat. Young Thug),4u8xrKWeF7xBO9kGwIk6u7,69,True,2019,0.0691,0.768,238200,0.456,0.0,2,0.162,-8.676,1,0.354,77.582,4,0.39
743,Billie Eilish,WHEN I WAS OLDER - Music Inspired By The Film ROMA,7tGEAA1f8MydT7eVbbO9Zy,74,False,2019,0.853,0.696,270520,0.332,0.433,6,0.0848,-12.834,1,0.0425,150.13,4,0.0628
744,Kygo,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",3y3brCCecHC3Db18aIOnny,79,False,2019,0.381,0.591,215316,0.705,0.000116,9,0.131,-6.519,0,0.079,121.799,4,0.27
745,Adriel Favela,Miami Vibe,6ZUBqOrjrdmkP4eLQLBeaq,74,True,2019,0.337,0.795,229565,0.731,0.0,4,0.0935,-6.949,0,0.041,103.509,3,0.88
746,Ali Gatie,Moonlight,6L4F4btXioJPhEwz6T7YYt,73,False,2019,0.494,0.804,228484,0.479,0.0,11,0.0994,-6.661,1,0.0321,120.0,4,0.462
747,Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),543bCW2ruMPmxUBWirQ3MR,76,True,2019,0.214,0.746,206187,0.787,0.0,4,0.0669,-6.373,1,0.12,95.005,4,0.607
748,Elevation Worship,See A Victory,3gtqd9P8kZblHf4I7Ybub2,69,False,2019,0.00214,0.345,363231,0.747,0.0,10,0.0928,-6.92,1,0.053,154.739,4,0.215
749,YG,"Go Loko (feat. Tyga, Jon Z)",1kK6DwzyXJSp58u5HYWwuD,72,True,2019,0.325,0.88,299227,0.67,4.17e-06,2,0.0662,-5.177,1,0.0468,101.008,4,0.131
750,YG,Stop Snitchin,5IjRKZlpKVBBRn0COL7pik,71,True,2019,0.00531,0.842,149880,0.743,3.69e-06,7,0.151,-4.43,1,0.329,180.917,4,0.622
751,Shaman,Northern Thunder,5j6EomySX9T740tmNaB9kF,71,False,2019,0.00024,0.149,227750,0.452,0.895,1,0.239,-19.232,1,0.0649,105.029,4,0.0389
752,Lil Tecca,"Left, Right",3gOh1UDmnGWN4wrEcaulri,69,True,2019,0.318,0.741,154880,0.415,0.0,2,0.104,-6.775,0,0.0489,87.079,4,0.404
753,Anson Seabra,Trying My Best,06qUEhhx6jKQmhj2qAkn4H,70,False,2019,0.95,0.561,222468,0.0587,0.0,5,0.0828,-17.819,1,0.0762,143.027,1,0.342
754,Lil Tecca,Bossanova,4ESyocZUQ3fOlCbNP6n17i,70,True,2019,0.00578,0.717,123573,0.493,0.0,5,0.156,-7.146,0,0.266,139.833,4,0.258
755,NF,Only,5lehoWkVPujeOAwb8BO0uK,71,False,2019,0.208,0.868,225440,0.654,0.0,9,0.187,-4.832,0,0.0766,138.02,4,0.299
756,Luke Combs,Does To Me (feat. Eric Church),17TSJlshgQ5zu0e8dedAla,68,False,2019,0.308,0.616,223320,0.849,0.0,0,0.311,-4.897,1,0.0373,113.066,4,0.639
757,Carin Leon,Me La Avente,0IQJvfyAOwKrcDxZgyLTny,75,False,2019,0.557,0.723,155803,0.48,0.0,11,0.0705,-4.1,0,0.0326,144.533,3,0.909
758,YK Osiris,Ride (feat. Kehlani),6FmnsSVdJJojBYzecDlpPO,68,True,2019,0.341,0.691,205893,0.621,0.0,7,0.132,-4.262,0,0.0538,132.937,4,0.392
759,Machine Gun Kelly,Glass House (feat. Naomi Wild),0YP8kt3sAYTj6eEyesreQH,72,True,2019,0.0174,0.68,201740,0.586,3.19e-06,1,0.128,-7.01,0,0.0567,149.968,4,0.196
760,Lana Del Rey,Cinnamon Girl,2mdEsXPu8ZmkHRRtAdC09e,74,False,2019,0.839,0.292,300683,0.334,0.345,6,0.151,-10.679,0,0.0378,67.836,4,0.148
761,YK Osiris,Valentine,4JRK0vJYbQGUswxlsiGeSt,68,False,2019,0.13,0.767,206840,0.54,0.0,11,0.103,-7.307,1,0.0589,120.011,4,0.455
762,Sia,"Thunderclouds (feat. Sia, Diplo, and Labrinth)",4lJNen4SMTIJMahALc3DcB,78,False,2019,0.0077,0.69,187027,0.714,7.23e-05,7,0.191,-5.948,1,0.0338,112.009,4,0.489
763,Dreamville,Sacrifices (with EARTHGANG & J. Cole feat. Smino & Saba),7wTA0NKIm6T7nP2kaymU2a,69,True,2019,0.0858,0.825,382307,0.672,0.0,0,0.123,-7.108,1,0.418,147.01,4,0.246
764,Quality Control,Leave Em Alone,1bIEvOOqf2V3QBrFiClE3Y,69,True,2019,0.0189,0.517,171980,0.747,7.35e-06,6,0.0821,-4.74,0,0.296,102.033,4,0.506
765,Swae Lee,Won't Be Late (feat. Drake),2sqsNXfN0HtgDEgaHXiUTa,74,False,2019,0.0824,0.915,218710,0.588,0.000169,7,0.104,-6.302,0,0.0677,123.936,4,0.329
766,Will Smith,Friend Like Me,5f2TWu6R2YYCJtLQ0fP78H,72,False,2019,0.0536,0.688,155532,0.732,0.0,2,0.145,-6.162,1,0.0618,97.703,4,0.665
767,Maggie Rogers,Alaska,4HfLQJtVT1KiX1eVedDyTm,69,False,2019,0.411,0.847,188000,0.386,0.00176,9,0.108,-10.668,0,0.0507,104.001,4,0.178
768,Tame Impala,It Might Be Time,2P0NiuAfypaw5UZJoo0n0o,72,False,2019,0.0204,0.585,273013,0.799,0.000209,2,0.631,-3.825,1,0.0459,115.973,4,0.345
769,Becky G,MALA SANTA,5e50NiIlOc2YJIftHzoehd,78,False,2019,0.311,0.851,173827,0.701,0.000211,9,0.163,-3.649,1,0.0396,98.039,4,0.527
770,Fabolous,"Options (feat. PnB Rock, Gucci Mane & 2 Chainz)",6rB9te7FuWMxFYKEWccFAQ,69,True,2019,0.203,0.674,225333,0.563,0.0,1,0.239,-7.404,0,0.218,161.986,4,0.679
771,Dalex,Cuaderno,7anSoGdgtmJTAPZBzcPhO6,83,True,2019,0.524,0.681,286507,0.648,0.0,1,0.104,-5.021,0,0.38,172.019,4,0.687
772,Doja Cat,Rules,1TMWcbxL5YF8rKsFHv5hAP,70,True,2019,0.171,0.664,187040,0.724,0.0,7,0.13,-5.457,1,0.116,144.052,4,0.697
773,Oliver Tree,Miracle Man,0ijiuWyVbNzg6Kw1Z1BVb8,71,True,2019,0.0896,0.671,124579,0.465,0.0,0,0.432,-8.165,1,0.0312,140.016,4,0.687
774,Gabrielle Aplin,Losing Me,4P6g8wuXeR3wznFk7WnI4w,74,False,2019,0.209,0.66,180640,0.449,0.0,7,0.111,-6.573,1,0.0442,133.984,4,0.237
775,haroinfather,Forever,7uHRKSQ9WIlBBuBY7BHcbq,73,False,2019,0.678,0.613,108696,0.339,0.0,5,0.166,-14.908,0,0.135,106.582,5,0.292
776,Ava Max,Salt,7vgv8KZBSo0TPzyIWG9yzV,81,False,2019,0.131,0.693,180283,0.835,0.0,6,0.073,-3.242,1,0.0623,128.052,4,0.743
777,NAV,Habits,3KkWGDCb6byHjNYjxBihGK,69,True,2019,0.23,0.75,204364,0.534,0.0,9,0.152,-7.004,1,0.294,159.998,4,0.451
778,BTS,Mikrokosmos,5hnbE5BF2e8BCk9OMR1UVC,76,False,2019,0.125,0.58,224225,0.858,0.0,8,0.0502,-5.212,1,0.114,174.039,3,0.475
779,NF,Hate Myself,5PdEiev2BkKiZtZFcNKjfM,71,False,2019,0.234,0.533,260253,0.84,0.0,9,0.114,-5.283,0,0.167,116.882,4,0.361
780,BTS,HOME,7lthOBXNue2IvedLRfkod8,75,False,2019,0.0142,0.633,234178,0.799,0.0,7,0.194,-4.625,0,0.0429,142.991,4,0.535
781,Luh Kel,BRB,6XzfYkDC92LEazCUO63Znh,69,False,2019,0.155,0.83,158086,0.602,0.0,7,0.122,-5.964,0,0.0681,110.005,4,0.714
782,Tiësto,Ritual,3M9Apu4OZfylLTFKvgEtKa,82,False,2019,0.157,0.647,198996,0.726,0.0,3,0.0844,-4.389,0,0.0552,114.996,4,0.767
783,Ozuna,Hasta Que Salga el Sol,0dDboLfmRNsTBscy4j3Rnl,82,False,2019,0.0201,0.826,188480,0.816,0.000939,1,0.127,-4.608,0,0.0683,96.042,4,0.598
784,A$AP Ferg,Jet Lag,2hyF1YWdX8yxExvRelT9nB,70,True,2019,0.0085,0.85,203720,0.803,2.41e-05,11,0.104,-3.297,1,0.292,169.986,4,0.433
785,Conan Gray,Comfort Crowd,48Kszfw1hinlKdMrnE85sg,70,False,2019,0.167,0.684,174693,0.433,2.04e-06,0,0.163,-6.789,1,0.0323,91.007,4,0.406
786,Willie Jones,Bachelorettes on Broadway,277YJPrwcN4a1W3xaP06T0,68,True,2019,0.0158,0.643,208405,0.84,0.0,9,0.154,-3.057,1,0.0965,99.988,4,0.806
787,The Chainsmokers,Push My Luck,4h8Pmw3RELdsanPjssyJoB,75,False,2019,0.293,0.563,181853,0.645,0.0,2,0.202,-6.422,1,0.0428,89.976,4,0.523
788,Grupo Firme,El Amor No Fue Pa´ Mí - En Vivo,3dkEwOKhFselY2m22Nj2vi,75,False,2019,0.176,0.546,226816,0.663,1.82e-06,8,0.674,-6.968,1,0.1,145.422,4,0.934
789,Melanie Martinez,Lunchbox Friends,6viCrMdt8zgjOygIuJMC5X,72,True,2019,0.404,0.696,169869,0.574,0.0,3,0.0954,-6.899,0,0.0949,93.033,4,0.434
790,Hozier,Movement,1djzKW3eYLyzjjHXazEWWh,67,False,2019,0.16,0.381,237800,0.502,6.98e-05,1,0.0842,-5.505,0,0.0368,144.3,4,0.147
791,Bryant Myers,Gan-Ga - Remix,27qRmG3zOWPvMYUkpPdQ1g,78,True,2019,0.382,0.861,193363,0.572,0.0,6,0.0853,-6.537,0,0.415,90.052,4,0.396
792,Naomi Scott,Speechless (Full),0XPsOSYzDJZJArevQNm2AR,76,False,2019,0.467,0.474,208801,0.489,0.0,6,0.119,-7.625,0,0.0342,124.844,4,0.23
793,Melanie Martinez,Nurse's Office,4fRzunTZ51UC0oNwoVqiKB,72,False,2019,0.313,0.612,202723,0.651,0.0,2,0.114,-8.292,0,0.19,182.87,3,0.556
794,Luke Combs,All Over Again,0bNVNlZSHj3xSuMJWfzxuT,67,False,2019,0.00563,0.5,208880,0.85,0.0,7,0.226,-5.372,1,0.0812,156.964,4,0.561
795,YoungBoy Never Broke Again,Rebel's Kick It,3hYBu3LRhapDItoL2R5aK2,67,True,2019,0.233,0.453,193952,0.72,0.0,0,0.156,-5.839,0,0.255,80.788,4,0.518
796,BTS,Make It Right,6KUE0HSSudAp9AOycaF6SH,76,False,2019,0.0104,0.638,226321,0.703,0.0,7,0.132,-7.874,1,0.444,105.766,4,0.261
797,Oliver Tree,Cash Machine,3ernkvxpkWap60SeadSqGL,71,False,2019,0.0188,0.424,177625,0.625,9.55e-05,9,0.118,-6.863,1,0.0339,200.642,4,0.518
798,Clairo,Bags,6UFivO2zqqPFPoQYsEMuCc,70,False,2019,0.172,0.742,260520,0.546,0.38,1,0.115,-7.694,1,0.0315,104.996,4,0.868
799,Old Dominion,Make It Sweet,23vpjrt7G0ERE2L95dyxdI,67,False,2019,0.0373,0.424,187000,0.837,0.0,7,0.0665,-4.453,1,0.0472,180.166,4,0.555
800,Quality Control,Big Rocks (Offset feat. Young Thug),2JdIqJBbIiwEah4ejqIWGj,68,True,2019,0.115,0.915,144000,0.474,0.0,7,0.169,-7.373,0,0.0752,119.991,4,0.523
801,Ben Platt,Grow As We Go,6hYvw3LLTViP2mT4MpDNmT,70,False,2019,0.882,0.458,249427,0.137,0.0,8,0.15,-14.083,1,0.0355,80.824,4,0.437
802,J Balvin,YO LE LLEGO,0uIfrUwwg0Z7KTitul7E3T,74,False,2019,0.0104,0.785,249600,0.792,0.0,9,0.104,-4.695,0,0.0641,155.036,4,0.528
803,Trippie Redd,U Deserve It,4hQ6o8ECY5MyHyodnyOHEw,68,True,2019,0.547,0.817,244601,0.509,4.28e-06,5,0.0758,-7.287,1,0.0316,110.014,4,0.551
804,PRETTYMUCH,Lying (feat. Lil Tjay),6x8V3kUNlhVbwRbVP0QeSS,71,False,2019,0.00367,0.594,203676,0.75,0.0,11,0.166,-3.693,0,0.0625,142.023,4,0.328
805,Lil Dicky,Earth,2S1LebN6AXXQqJolBxlWgO,74,True,2019,0.639,0.694,281500,0.664,0.0,2,0.0929,-4.649,1,0.05,95.941,4,0.676
806,Melanie Martinez,Class Fight,37pf8jSeCGlzgQPIfVHO6X,72,True,2019,0.42,0.767,161065,0.707,5.16e-05,6,0.298,-8.444,1,0.0489,92.015,4,0.772
807,YoungBoy Never Broke Again,Gang Shit,0igHhcoLY0yHVPHiPvGuXx,66,True,2019,0.0231,0.844,160988,0.698,0.0,2,0.0722,-5.73,1,0.411,167.008,4,0.683
808,Kanye West,Water,454Epa1vrCGFddHXKyC1kb,70,False,2019,0.57,0.505,168420,0.281,0.000254,2,0.163,-12.404,1,0.1,82.338,4,0.283
809,Bryce Vine,Drew Barrymore,7nvIPwXKGhqtRhssxM99kJ,66,True,2019,0.46,0.758,191147,0.574,0.00272,11,0.102,-6.889,0,0.0572,151.985,4,0.261
810,Ed Sheeran,Remember The Name (feat. Eminem & 50 Cent),0AtP8EkGPn6SwxKDaUuXec,76,True,2019,0.135,0.852,207760,0.666,0.0,11,0.798,-6.923,0,0.184,91.046,4,0.726
811,Ozuna,Te Soñé de Nuevo,4oPnxZzoc8HM5Pva4FDeIp,76,False,2019,0.0913,0.851,198187,0.585,0.0,5,0.0742,-5.789,0,0.105,84.0,4,0.699
812,Mak Sauce,Good Morning,3XuoyFromotNqDFl6vzwC6,70,True,2019,0.0603,0.884,155742,0.543,0.0,11,0.0672,-8.552,1,0.492,148.037,4,0.783
813,Lil Keed,It's Up Freestyle,6bv4WvcUsV2gZXl54d3yst,69,True,2019,0.0216,0.859,159745,0.391,0.0,7,0.0968,-10.252,0,0.701,157.037,4,0.354
814,Vince Staples,"Yo Love - From ""Queen & Slim: The Soundtrack""",3Vj8RQkFwOmDvUrwu6MtQZ,69,True,2019,0.565,0.703,143830,0.573,3.13e-06,0,0.0987,-9.032,1,0.0724,147.038,4,0.491
815,Brooks & Dunn,Brand New Man - with Luke Combs,001UkMQHw4zXfFNdKpwXAF,68,False,2019,0.00372,0.573,191053,0.846,7.87e-05,7,0.29,-4.866,1,0.0344,127.061,4,0.562
816,Khruangbin,Texas Sun,3k5oLgungD1dSOGLqQdIQw,72,False,2019,0.0352,0.632,252812,0.637,0.158,7,0.0997,-10.011,1,0.0348,111.551,4,0.614
817,Young Thug,Die Today,0yZpMYvpqopK9adJrDT3S9,68,True,2019,0.0121,0.941,180507,0.418,0.0,10,0.126,-10.382,0,0.296,135.001,4,0.518
818,Camila Cabello,Shameless,3UYiU57SMiAS5LqolhHJw1,75,False,2019,0.0197,0.377,219742,0.651,5.31e-05,4,0.174,-5.437,0,0.0588,129.698,4,0.0851
819,Granular,Brown Noise 140 hz Sharp Q,1efbB8dNowPNwBU6HaHjup,72,False,2019,0.751,0.205,139873,0.337,0.972,1,0.112,-37.221,1,0.0647,135.284,1,0.18
820,NLE Choppa,Step,1f3YGVNFyKDBWXkpStzbz6,68,True,2019,0.502,0.717,159408,0.803,0.0,5,0.122,-3.124,1,0.123,76.484,4,0.521
821,Trippie Redd,Snake Skin,1usK5eLBzpQTMwDt8SR2dr,69,True,2019,0.0574,0.669,186944,0.557,0.0,8,0.0662,-8.835,0,0.0498,144.043,4,0.553
822,Alessia Cara,Rooting For You,1spZPzBLYeVTvd0iDWXgC2,70,False,2019,0.0562,0.763,176080,0.527,0.00384,6,0.0918,-6.779,1,0.123,156.047,4,0.493
823,Bea Miller,it's not u it's me,7cLm450e9XaPrEZTSTsfwU,70,True,2019,0.0204,0.776,194526,0.568,1.69e-05,0,0.078,-6.419,0,0.125,150.901,4,0.749
824,Melanie Martinez,Wheels on the Bus,2plUcsOZm6pi1kFUncqLni,71,True,2019,0.592,0.708,220897,0.618,2.21e-06,7,0.399,-6.315,1,0.039,95.947,4,0.563
825,Olivia Rodrigo,"I Think I Kinda, You Know - Duet",2UVrIJBJVRPN9UgzShCJ5c,68,False,2019,0.47,0.781,172253,0.463,0.0,0,0.0961,-7.662,1,0.0861,129.131,4,0.506
826,Yo Gotti,Pose (feat. Megan Thee Stallion & Lil Uzi Vert),57ciWTOKgrXVBxktMJyUB1,67,True,2019,0.00466,0.921,226038,0.73,0.0,10,0.1,-3.899,0,0.283,120.075,4,0.44
827,DaBaby,PROLLY HEARD,0O7mJ0noFBLn8MMUJrFaF1,67,True,2019,0.0744,0.884,143226,0.783,0.0,1,0.12,-2.388,1,0.294,124.052,4,0.929
828,Post Malone,Wow. - Remix,0fcq51a3gOI6gPvzc0YLsk,72,True,2019,0.148,0.797,170053,0.64,0.0,11,0.209,-6.272,0,0.194,100.002,4,0.486
829,Justin Quiles,Que Mas Pues - Remix,7fODjB7BrQTGqh0hogW6XD,83,True,2019,0.121,0.648,305962,0.661,2.33e-06,11,0.12,-5.027,1,0.195,113.363,5,0.813
830,YoungBoy Never Broke Again,Time I'm On,6vWzkhoAp1SF4PEJ0iLKYQ,66,True,2019,0.0567,0.732,192012,0.683,0.0,7,0.149,-6.477,1,0.29,160.002,4,0.583
831,Sam Smith,I Feel Love,29MOOOmMRPeWyPwKQFoF5t,77,False,2019,0.00645,0.719,254453,0.708,0.201,0,0.064,-7.418,1,0.0417,126.015,4,0.256
832,Julia Michaels,17,0ND8rF8oirMXtE59n585P6,73,False,2019,0.458,0.774,182800,0.466,0.0,4,0.111,-6.869,1,0.0433,97.975,4,0.396
833,NLE Choppa,N.W.A.,15UhZmbGMsP1Qifs8wghjc,67,True,2019,0.0716,0.649,151000,0.816,0.0,10,0.0791,-4.781,0,0.442,180.079,4,0.826
834,Logic,OCD (with Dwn2earth),5AebNkVaY2zcdNFCqPBIV7,69,True,2019,0.294,0.66,291707,0.76,0.03,1,0.252,-2.794,1,0.197,81.952,4,0.229
835,Local Natives,When Am I Gonna Lose You,5wCVLW9qMtIY9IkBeyYnh6,68,False,2019,0.0417,0.452,264213,0.834,0.00036,11,0.119,-4.657,1,0.0967,142.088,4,0.514
836,XXXTENTACION,HEARTEATER,17UwOJOXHbggzJfAreIgII,70,False,2019,0.0652,0.781,136614,0.518,0.000656,9,0.0522,-4.657,0,0.0297,99.984,4,0.61
837,Lil Tecca,Molly Girl,2SFaHGfSeOYBA0foNEVlIY,69,True,2019,0.00078,0.572,117013,0.592,0.0,8,0.119,-7.48,1,0.21,177.896,4,0.261
838,Young Dolph,Water on Water on Water,5YGhm6pI5s0uxJ2DwrDYqO,67,True,2019,0.0119,0.919,223520,0.56,0.0,8,0.0963,-5.221,1,0.3,141.004,4,0.382
