,artist_name,track_name,track_id,popularity,explicit,year_song,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
550,Majid Jordan,Caught Up (feat. Khalid),1opARDDYaOeE1QUdwXmBGu,73,True,2019,0.29,0.678,247546,0.438,0.0,9,0.0838,-8.847,0,0.0577,81.498,4,0.501
551,Kameron Marlowe,Giving You Up,6ymvTpjleCEqFFXZBghwKI,70,False,2019,0.0303,0.54,230841,0.846,0.0,8,0.17,-3.833,1,0.0417,143.983,4,0.774
552,Juice WRLD,Who Shot Cupid?,06LFFPPS7MylCZXps3cO4m,71,True,2019,0.0558,0.758,214246,0.932,0.0,3,0.097,-2.809,1,0.0372,125.993,4,0.592
553,Mamamoo,HIP,24nK8tW7Pt3Inh2utttuoG,80,False,2019,0.0376,0.782,195307,0.731,3.15e-05,3,0.0956,-4.581,0,0.143,138.032,4,0.824
554,Roddy Ricch,Prayers To The Trap God,0uIFsRx5caF13RunwkgLYt,71,True,2019,0.0815,0.852,160059,0.554,0.0,11,0.118,-8.254,1,0.389,155.961,3,0.33
555,Lennon Stella,Kissing Other People,2x3HyOx0Jd9MnlnAQRtIL3,74,False,2019,0.568,0.699,161627,0.663,3.83e-06,2,0.13,-5.697,1,0.0891,94.042,4,0.379
556,blackbear,1 SIDED LOVE,39bs2V8huzcmWoeSlHKZeP,72,False,2019,0.236,0.584,170667,0.42,0.0,8,0.119,-7.827,1,0.0322,90.051,4,0.283
557,Dalex,Bellaquita - Remix,1Xnn1TPyr5h0hpRAT4B4EA,87,True,2019,0.141,0.795,304733,0.715,2.12e-06,1,0.179,-3.582,1,0.0838,165.941,4,0.758
558,Rich Music LTD,Quizas,5Id5B3dxJZhPcV9GzgYZZe,88,True,2019,0.0258,0.727,216067,0.815,0.0,3,0.231,-2.454,1,0.153,176.075,4,0.677
559,TWICE,Feel Special,0u7aRGM7YmvtsmG5NSrNsO,80,False,2019,0.0296,0.709,206868,0.959,0.00188,1,0.107,-1.339,1,0.0603,128.983,4,0.644
560,Gucci Mane,Big Booty (feat. Megan Thee Stallion),3gTK8TzE4on9Xe05QlVIFI,70,True,2019,0.0308,0.826,128995,0.767,0.0,1,0.113,-3.892,1,0.215,159.973,4,0.436
561,Oliver Tree,Hurt,1n5Oxo5iQNfxFU9dZxZuPO,69,True,2019,0.019,0.564,145559,0.781,0.0,0,0.362,-5.837,1,0.038,93.991,4,0.501
562,ScHoolboy Q,Floating (feat. 21 Savage),4NN6N5TxBO5k9uqu0W4gfQ,72,True,2019,0.181,0.906,186827,0.545,0.0,11,0.091,-4.977,0,0.344,139.932,4,0.543
563,MacKenzie Porter,These Days,6U4S5Fcy4sNgYnKPh6LLdh,70,False,2019,0.413,0.463,172755,0.778,0.0,9,0.16,-3.013,1,0.0489,175.888,4,0.424
564,Logic,Homicide,0Lw6aQcBFWTQ9m4MSwwwes,74,True,2019,0.145,0.722,245413,0.764,0.0,10,0.171,-5.656,0,0.398,139.831,4,0.796
565,"Tyler, The Creator","GONE, GONE / THANK YOU",1hz7SRTGUNAtIQ46qiNv2p,72,True,2019,0.216,0.518,375387,0.492,0.0012,10,0.146,-8.436,0,0.193,78.848,4,0.471
566,"Tyler, The Creator",A BOY IS A GUN*,1nXZnTALNXiPlvXotqHm66,72,True,2019,0.575,0.417,210253,0.689,0.0,2,0.496,-8.302,0,0.178,79.568,4,0.505
567,Dean Lewis,Be Alright,5qrSlOut2rNAWv3ubArkNy,77,True,2019,0.705,0.551,196493,0.537,0.0,11,0.0802,-7.595,1,0.034,126.421,4,0.493
568,NLE Choppa,Forever,3fx31TjnwvwZIyAGHhOhA1,70,True,2019,0.382,0.602,202667,0.726,0.0,5,0.0691,-4.856,0,0.129,90.108,4,0.554
569,Slipknot,Unsainted,5mpUKTdskZea0gStWzeHUZ,77,True,2019,0.000118,0.427,260773,0.946,0.0253,7,0.0604,-2.188,1,0.0469,101.305,4,0.237
570,YoungBoy Never Broke Again,Carter Son,0QVvkAOstRG26pVYN95CeL,69,True,2019,0.336,0.619,163931,0.695,0.0,10,0.0859,-4.005,0,0.206,82.155,4,0.361
571,Tyla Yaweh,High Right Now,18LhA0zBzAa2YnhcN3hWGa,72,True,2019,0.0116,0.703,163168,0.557,9.85e-05,4,0.12,-6.798,0,0.0438,159.985,4,0.127
572,Maren Morris,GIRL,3y5B5ebFMzEEFqCPOesAXR,70,False,2019,0.0677,0.44,250653,0.793,0.0,6,0.0788,-3.95,1,0.0502,143.599,4,0.447
573,Rod Wave,Close Enough to Hurt,1pqhytCY48GMMK4m9780aE,69,True,2019,0.286,0.803,135419,0.515,0.0,6,0.115,-8.758,0,0.127,78.021,4,0.2
574,Wale,Love... (Her Fault) [feat. Bryson Tiller],6cSBm4mtcuFtClN6yDvjQo,70,True,2019,0.0697,0.59,212500,0.598,0.0,7,0.112,-7.153,1,0.609,156.073,4,0.34
575,Melanie Martinez,Show & Tell,7po7c8LzxTZ0ybU41qT5gD,74,True,2019,0.304,0.535,215973,0.746,0.0,4,0.359,-5.644,0,0.275,109.994,4,0.648
576,Why Don't We,I Don't Belong In This Club,4Yo1ZTT9D7gUqyzgpVKkhQ,76,False,2019,0.0202,0.797,222621,0.543,0.0,11,0.0726,-5.744,1,0.0439,115.036,4,0.164
577,Filmore,Other Girl,0Kt2cOpCmKN2D9mG8Fw2ce,70,False,2019,0.28,0.428,195646,0.664,0.0,0,0.174,-5.842,1,0.039,166.222,4,0.623
578,Ty Dolla $ign,Purple Emoji (feat. J. Cole),3OJ4LEE50iFELaHiZ09zif,72,False,2019,0.151,0.707,163755,0.543,0.0,8,0.384,-4.61,1,0.279,144.18,4,0.824
579,Martin Garrix,Used To Love (with Dean Lewis),7pWK1kMgHy5lNNiIfuRbkP,82,False,2019,0.458,0.651,236765,0.693,0.0,4,0.335,-4.722,1,0.0375,118.97,4,0.392
580,Jorja Smith,Be Honest (feat. Burna Boy),5pAbCxt9e3f81lOmjIXwzd,79,False,2019,0.311,0.757,207031,0.737,0.0,4,0.113,-6.728,0,0.114,98.057,4,0.635
581,James Arthur,Falling Like The Stars,15xWRPHQMeqgdkGzInx3PY,79,False,2019,0.823,0.296,212720,0.351,1.5e-06,6,0.11,-9.538,1,0.0351,177.596,3,0.19
582,Taylor Swift,The Archer,3pHkh7d0lzM2AldUtz2x37,75,False,2019,0.12,0.292,211240,0.574,0.00569,0,0.0663,-9.375,1,0.0401,124.344,4,0.166
583,Dreamville,Got Me (with Ari Lennox & Omen feat. Ty Dolla $ign & Dreezy),4nw0S8MtvcLSpXCS9M8ciL,71,True,2019,0.145,0.664,284040,0.61,0.0,7,0.097,-6.432,0,0.339,76.024,4,0.472
584,Clairo,Bubble Gum,3zksbXteOCeSusJ5Xltr3t,72,False,2019,0.979,0.509,175961,0.0167,2.72e-05,9,0.387,-24.639,1,0.115,207.97,3,0.229
585,haroinfather,Tunnel of Love,1K4OfBFaLleSUaUVjp1l2X,72,False,2019,0.302,0.683,142365,0.636,0.498,7,0.0972,-12.096,0,0.0978,160.012,4,0.615
586,Glass Animals,Tokyo Drifting (with Denzel Curry),3AHqaOkEFKZ6zEHdiplIv7,73,True,2019,0.0816,0.708,217693,0.496,0.000109,8,0.102,-8.175,0,0.0496,128.914,4,0.412
587,BROCKHAMPTON,BOY BYE,6e7hIhOLH9zvb3zP5O5gt0,72,True,2019,0.512,0.869,142187,0.747,0.0,9,0.124,-7.143,1,0.151,124.932,4,0.784
588,Polo G,Pop Out Again (feat. Lil Baby & Gunna),2VIMXmWUIqhMqg6h5FOFPG,71,True,2019,0.118,0.862,223787,0.689,0.0,1,0.0729,-5.68,1,0.323,83.964,4,0.364
589,Sueco the Child,fast (Remix) [feat. Offset & A Boogie Wit da Hoodie],2xKQj6P0TgxBVaRiojP2s2,72,True,2019,0.343,0.821,160063,0.684,1.58e-06,7,0.234,-5.931,0,0.333,100.054,4,0.744
590,Taylor Swift,Christmas Tree Farm,2mvabkN1i2gLnGAPUVdwek,75,False,2019,0.06,0.598,228027,0.68,0.0,7,0.324,-4.505,1,0.0331,134.002,4,0.437
591,Polo G,Dyin Breed,2bGEPdcL80FFHQ3VxcYBJQ,70,True,2019,0.0131,0.77,179773,0.599,0.0,2,0.0711,-8.663,0,0.661,159.966,4,0.427
592,Piso 21,Pa' Olvidarme De Ella,1cVlW9WQiGlFdWUXFdFZGh,86,True,2019,0.259,0.728,227234,0.542,0.0,0,0.136,-5.195,1,0.0514,90.016,3,0.637
593,Payton Smith,Like I Knew You Would,0p16vTKfS8UpdZJqfaKMCB,70,False,2019,0.122,0.641,182235,0.929,0.000632,2,0.129,-5.287,1,0.0709,101.991,4,0.551
594,Lil Peep,witchblades,1Z8gpnzgTFQKAwmV43iLBB,75,False,2019,0.0242,0.642,150160,0.538,0.0,8,0.273,-7.206,1,0.0696,143.921,4,0.57
595,Jacquees,"Verify (feat. Young Thug, Gunna)",1aWu9UgVzG5EKeFCP49Spj,71,True,2019,0.0316,0.525,163480,0.629,0.0,1,0.0768,-4.707,1,0.106,84.699,4,0.284
596,Matt Stell,Everywhere But On,0ifYeH4gNXEyba41xr3I1w,70,False,2019,0.0345,0.563,192587,0.722,0.0,6,0.0795,-3.972,1,0.0279,149.903,4,0.309
597,Young Thug,What's the Move (feat. Lil Uzi Vert),3pTScODwk9tggZzmuH6xDY,70,True,2019,0.0431,0.961,251080,0.438,0.0,7,0.139,-7.877,1,0.31,124.018,4,0.412
598,NLE Choppa,Shotta Flow (feat. Blueface) [Remix],5BJMeoCXXgbRAWfp6fTulr,71,True,2019,0.0251,0.894,176632,0.511,0.0,2,0.14,-4.768,1,0.42,120.08,4,0.568
599,Jonas Brothers,I Believe,1vYh9x8UmFTLbXiizk9Qc5,73,False,2019,0.0857,0.749,217533,0.774,1.14e-05,9,0.11,-6.221,1,0.12,99.019,4,0.35
600,NF,Time - Edit,1gZFRYcPz3wKevEaNYRwfW,74,False,2019,0.128,0.665,230611,0.703,0.0,8,0.115,-3.885,1,0.07,97.968,4,0.257
601,Quin Nfn,Poles,13LRpDmtzHCmWK4cL9iJ8N,69,True,2019,0.0153,0.902,191975,0.472,0.0,1,0.0539,-6.802,1,0.469,140.046,4,0.65
602,KYLE,Hey Julie! (feat. Lil Yachty),3fVIFpU3VdSEoR82DaYe79,72,True,2019,0.0363,0.803,156637,0.499,3.46e-06,11,0.129,-5.932,1,0.306,161.042,4,0.749
603,Lil Tecca,Out Of Luck,1ipyiYqvds0wcaFDTW6N4X,71,True,2019,0.0439,0.563,163267,0.624,0.0,8,0.111,-8.271,1,0.287,152.068,4,0.337
604,Chris Young,Town Ain't Big Enough,5DrmJ25aHuPBImk1kLp5Of,69,False,2019,0.0638,0.441,171800,0.826,0.00162,6,0.0944,-4.175,1,0.04,75.982,4,0.577
605,YoungBoy Never Broke Again,Rich As Hell,5A6tFAdihqILHJrWuR6wD4,68,True,2019,0.0382,0.874,215327,0.647,0.0,1,0.215,-5.256,1,0.441,154.04,4,0.228
606,Lana Del Rey,Norman fucking Rockwell,3RIgHHpnFKj5Rni1shokDj,75,True,2019,0.967,0.218,248934,0.215,0.0847,5,0.0948,-12.49,1,0.0368,76.74,1,0.138
607,YoungBoy Never Broke Again,Slime Mentality,2m9axSosHP92250FvnnobM,68,True,2019,0.308,0.637,181666,0.801,0.0,9,0.154,-4.356,0,0.321,169.984,4,0.486
608,Lizzo,Soulmate,6h2wpo2pshM8QnAvRySEO0,72,True,2019,0.00466,0.693,175235,0.849,0.00127,7,0.503,-4.517,1,0.0892,99.021,4,0.767
609,Alec Benjamin,Must Have Been The Wind,1PsMieVYFXrSeXMxuE2SbG,74,False,2019,0.822,0.592,179300,0.475,0.000969,7,0.122,-11.09,1,0.0727,178.093,4,0.369
610,Justin Moore,The Ones That Didn’t Make It Back Home,6Vmb8Ru0BvjWGozOVGApRd,68,False,2019,0.0979,0.537,191018,0.784,0.0,3,0.224,-4.869,1,0.034,137.995,4,0.468
611,Ariana Grande,in my head,4T652DlATVHe0jdLKaN3Bw,73,True,2019,0.173,0.662,222947,0.6,0.000137,0,0.109,-6.402,1,0.0703,134.979,4,0.331
612,Miranda Lambert,Bluebird,0kPeZAyIhIfeZNrtfjJGDB,69,False,2019,0.038,0.661,209760,0.633,2.82e-06,7,0.124,-5.986,1,0.0349,81.984,4,0.613
613,"Tyler, The Creator",RUNNING OUT OF TIME,5QvBXUm5MglLJ3iBfTX2Wo,71,True,2019,0.296,0.36,177227,0.391,0.000406,6,0.129,-10.6,1,0.0528,84.281,4,0.162
614,Denzel Curry,RICKY,2QbGvQssb0VLLS4x5NOmyJ,72,True,2019,0.0399,0.776,147867,0.562,0.0,9,0.138,-6.901,1,0.363,169.03,4,0.521
615,Daniel Caesar,CYANIDE,3uouaAVXpQR3X8RYkJyitQ,72,True,2019,0.704,0.589,194960,0.652,0.00055,10,0.125,-7.498,1,0.373,158.49,4,0.486
616,Ruel,Painkiller,1abFkY2jm6KDFMZ7RD9YJh,74,False,2019,0.105,0.675,213598,0.414,0.0,5,0.192,-6.508,1,0.0569,128.927,4,0.439
617,DaniLeigh,Cravin (feat. G-Eazy),69eXHDgEEQ6itzt03E7fKz,73,True,2019,0.191,0.834,178907,0.538,0.0,4,0.113,-5.54,0,0.246,97.025,4,0.536
618,James TW,You & Me,1bQhZOoXYqjXs7u7rFXo0h,77,False,2019,0.203,0.714,231653,0.686,7.76e-06,11,0.102,-6.333,1,0.0445,127.015,4,0.828
619,Snoh Aalegra,I Want You Around,2VqKx3HH8gaZPabNWYvksy,72,True,2019,0.388,0.705,212787,0.433,0.134,4,0.0841,-9.706,1,0.204,168.006,4,0.602
620,Noah Cyrus,July (feat. Leon Bridges),3V0nnQhqvbE3JmiDdnzQFQ,72,False,2019,0.853,0.708,152280,0.211,0.0,9,0.131,-9.603,0,0.0424,72.5,4,0.362
621,"Tyler, The Creator",NEW MAGIC WAND,0fv2KH6hac06J86hBUTcSf,71,True,2019,0.0967,0.621,195320,0.73,0.000131,5,0.673,-5.414,0,0.107,139.566,4,0.464
622,Lil Tecca,why u look mad,5W2NXrzJQDPr1dUN6wykjI,72,True,2019,0.115,0.758,142747,0.638,0.0,9,0.297,-6.923,1,0.192,135.042,4,0.456
623,Mulatto,B*tch From Da Souf (Remix),2zUbimuKNWDMCwbqNauLWV,69,True,2019,0.0662,0.834,224119,0.531,0.0,1,0.136,-5.708,1,0.36,150.126,4,0.415
624,Luke Combs,Lovin' On You,2AxR3AIQxTf6xjxrb9UkH2,69,False,2019,0.00174,0.573,194867,0.949,0.000178,4,0.163,-4.867,1,0.0604,118.974,4,0.524
625,NLE Choppa,Shotta Flow 2,6oV5zsbz9V2nZ79PYam9yC,69,True,2019,0.00388,0.746,132987,0.527,0.0,1,0.296,-6.93,1,0.259,131.792,4,0.392
626,TWICE,FANCY,60zxdAqWtdDu0vYsbXViA7,79,False,2019,0.0132,0.699,213886,0.866,0.0,5,0.648,-2.138,0,0.0446,132.023,4,0.795
627,DaBaby,XXL,4LH1gsNA3wUS6QKkGZoJN8,69,True,2019,0.00245,0.914,153863,0.655,0.0,6,0.0817,-5.333,0,0.294,143.975,4,0.705
628,Grupo Firme,El Güero (Feat. Marca MP),2MeEuwplwbbjZ7hxRI6viw,76,False,2019,0.417,0.625,213254,0.554,0.0,10,0.305,-5.531,1,0.0618,111.911,4,0.846
629,Luke Combs,Moon Over Mexico,54QmQd9Nc2EUDha6dD8V9X,69,False,2019,0.456,0.493,204640,0.773,3.45e-06,7,0.107,-5.875,1,0.0452,140.998,4,0.478
630,Ava Max,So Am I,0uUNN1nSoUx1A4fkDCWDQ7,83,False,2019,0.0737,0.682,183027,0.656,0.0,6,0.353,-4.67,1,0.0435,130.089,4,0.607
631,Ariana Grande,fake smile,3wFLWP0FcIqHK1wb1CPthQ,73,True,2019,0.329,0.45,208880,0.619,0.0,9,0.319,-7.412,1,0.372,83.3,4,0.427
632,Halsey,Without Me (with Juice WRLD),6Zc5f20q7sOe1IC1c1jQvZ,72,True,2019,0.351,0.742,228816,0.515,0.0,6,0.184,-6.103,1,0.0747,136.02,4,0.452
633,BROCKHAMPTON,NO HALO,694vvR5o19xHPhhJ5QdLN7,73,True,2019,0.41,0.643,259747,0.573,0.00017,4,0.0695,-7.034,1,0.0709,165.192,4,0.47
634,Gunna,Who You Foolin,7KVPsVMOK3NL7subwJ0dZj,70,True,2019,0.0942,0.916,151539,0.756,0.0,0,0.23,-7.653,1,0.188,115.69,4,0.756
635,Chelsea Cutler,Lucky,78rFhTXf81WtRS7Ubl2f4V,73,False,2019,0.332,0.78,148987,0.261,0.0,2,0.238,-9.626,1,0.0488,92.107,4,0.639
636,Myke Towers,Si Se Da - Remix,6K5BsR04ijf3FHNzjbaagD,83,True,2019,0.441,0.817,332240,0.672,0.0,11,0.13,-5.612,0,0.299,93.999,4,0.774
637,Offset,Legacy (feat. Travis Scott & 21 Savage),7pMRoGLEJuFM2wl5pt0R99,71,True,2019,0.178,0.844,244941,0.513,0.0,1,0.0845,-8.769,1,0.335,128.085,4,0.344
638,Madison Beer,Dear Society,0L1IszgjzIZRBENyHJTQms,75,False,2019,0.161,0.65,179577,0.594,0.0,7,0.133,-6.374,0,0.0492,145.944,4,0.416
639,Riley Green,There Was This Girl,7grWGhX8SHNmyGOkMNVMCt,69,False,2019,0.00258,0.616,194427,0.877,2.56e-06,1,0.114,-4.223,1,0.0347,127.981,4,0.94
640,Ariana Grande,bad idea,5Il6Oe7lr5XM7A0cWbVQtr,73,False,2019,0.0268,0.847,267107,0.579,0.0545,1,0.102,-5.314,1,0.0719,137.998,4,0.569
641,bbno$,shining on my ex,3mBRfojfwsGouVPJHhiVd9,72,True,2019,0.121,0.645,140319,0.487,0.0,4,0.0931,-8.584,0,0.352,88.893,4,0.618
642,NF,When I Grow Up,0hWzB4dR1zwcokPvccww0k,72,False,2019,0.32,0.817,196800,0.814,0.0,2,0.152,-3.985,1,0.185,109.994,4,0.247
643,Taylor Swift,I Think He Knows,2YWtcWi3a83pdEg3Gif4Pd,73,False,2019,0.00889,0.897,173387,0.366,0.000353,0,0.0715,-8.029,1,0.0569,100.003,4,0.416
644,Ariana Grande,ghostin,2vdBo4ALPYbHRUPKgtE5iC,73,False,2019,0.418,0.287,271467,0.364,1.8e-05,9,0.185,-8.295,1,0.0306,103.777,4,0.11
645,Miley Cyrus,Mother's Daughter,2WyRfGeHo97VC5mP1BBSzr,77,True,2019,0.00464,0.681,219080,0.865,0.00169,1,0.149,-4.132,0,0.0594,91.017,4,0.528
646,Junior H,Ella,0tKl8ZVM6xJkhznvJAS3Nq,73,False,2019,0.363,0.478,259403,0.732,3.34e-06,4,0.0768,-4.342,0,0.0779,184.819,3,0.664
647,Kane Brown,Like a Rodeo,7z3dPHwGxeK4fD6fYFDwiS,70,False,2019,0.704,0.67,201730,0.661,0.0,3,0.217,-6.798,0,0.0466,119.985,4,0.425
648,Audrey Mika,Y U Gotta B Like That,45StvejYUdIsyUwqdZ7iJM,72,False,2019,0.287,0.732,154456,0.413,0.0,9,0.0565,-6.353,1,0.0702,92.066,4,0.761
649,Lil Tecca,Amigo,2BULAwmRpScmZE7YOF07e5,71,True,2019,0.415,0.774,150093,0.669,0.0,7,0.105,-7.397,0,0.221,89.954,4,0.528
650,gnash,the broken hearts club,3Uu6pcfL9xsdfsKRx3DXRf,72,False,2019,0.801,0.62,184695,0.288,0.0,4,0.37,-9.431,1,0.123,100.385,4,0.691
651,Maggie Rogers,Fallingwater,2CPLGREl5ahzA2WPBMkpxh,70,False,2019,0.613,0.389,271200,0.322,0.000534,2,0.093,-8.933,1,0.0355,86.929,4,0.453
652,Lil Keed,HBS,0uYMerBHiIHrCv9FHfzUMe,70,True,2019,0.216,0.918,120307,0.394,0.0,0,0.085,-10.786,0,0.32,120.016,4,0.441
653,Quality Control,"Pink Toes (Offset, DaBaby feat. Gunna)",0W1ZfgXpC23RYQPDq7RM5I,69,True,2019,0.0525,0.957,217220,0.767,0.0,0,0.117,-5.116,1,0.115,110.508,4,0.577
654,YUNGBLUD,11 Minutes (with Halsey feat. Travis Barker),4mGdjNMo0RonTlOEb7cYg4,74,True,2019,0.0116,0.464,239507,0.852,0.0,11,0.108,-3.804,1,0.067,160.075,4,0.233
655,Avicii,Heaven,0vrmHPfoBadXVr2n0m1aqZ,80,False,2019,0.0715,0.592,277262,0.873,0.00982,9,0.142,-5.65,1,0.0275,122.011,4,0.516
656,NF,Change,4cBlIM5AjnQ74f52Dv7T5K,71,False,2019,0.438,0.784,234074,0.753,0.0,6,0.167,-4.099,0,0.213,116.959,4,0.532
657,Kanye West,God Is,6xRWoYwfwIKnT8bQGzKbxR,72,False,2019,0.17,0.649,203141,0.634,0.0,1,0.195,-4.394,1,0.0254,105.051,4,0.221
658,khai dreams,Sunkissed,4efZXKOFm1rk22FDjScLbE,71,False,2019,0.592,0.768,126464,0.354,0.0,6,0.399,-9.484,1,0.0539,153.97,4,0.793
659,DaniLeigh,Usually,4ih3rak54fNYhweawmNZcj,69,True,2019,0.037,0.963,109173,0.434,0.0,11,0.0898,-8.241,0,0.263,131.932,4,0.645
660,Tame Impala,Posthumous Forgiveness,3rQ0ZaLrkLv8HhAAKSbAC0,73,False,2019,0.0487,0.228,366067,0.615,0.00293,7,0.327,-5.626,1,0.0328,166.035,4,0.12
661,Trippie Redd,Real Feel,6Dqja51kHdm93TJGkX7T16,69,True,2019,0.372,0.837,258552,0.57,0.0,2,0.0862,-5.221,1,0.0767,74.514,4,0.425
662,Ariana Grande,bloodline,2hloaUoRonYssMuqLCBLTX,74,True,2019,0.0815,0.758,216893,0.665,0.000157,2,0.216,-5.188,0,0.0774,151.976,4,0.643
663,Luis Fonsi,Despacito,6habFhsOp2NvshLv26DqMb,79,False,2019,0.198,0.655,229360,0.797,0.0,2,0.067,-4.787,1,0.153,177.928,4,0.839
664,Gryffin,Body Back (feat. Maia Wright),1z1XegUChLLQfcbtIK8ABn,75,False,2019,0.0948,0.686,214634,0.83,1.33e-06,8,0.182,-4.437,1,0.0369,123.032,4,0.486
665,Jake Owen,Down To The Honkytonk,5g0XcG0apQTlO3X8r38vGf,69,True,2019,0.19,0.634,186867,0.808,0.0,3,0.0898,-4.12,1,0.0516,82.021,4,0.937
666,Rod Wave,Dark Conversations,7w1yRWWeP2s0anD6luiBYs,67,True,2019,0.302,0.719,144960,0.648,0.0,9,0.0561,-5.667,0,0.189,158.992,4,0.61
667,Juice WRLD,HeMotions,6phY2gnvf9WwCiXlLMQOY3,70,True,2019,0.667,0.561,187211,0.76,0.0,2,0.106,-7.194,1,0.264,163.938,4,0.317
668,Louis The Child,Free (with Drew Love),64BKKgWdKdmKlQDzRfHW3C,69,False,2019,0.00561,0.653,222253,0.565,3.02e-05,1,0.145,-6.636,1,0.0354,124.987,4,0.165
669,Taylor Swift,Miss Americana & The Heartbreak Prince,214nt20w5wOxJnY462klLw,73,False,2019,0.028,0.662,234147,0.747,0.00615,11,0.138,-6.926,0,0.0736,150.088,4,0.487
670,Cody Johnson,On My Way to You,3OjNkFFZavF89xvRqWCXmU,67,False,2019,0.327,0.443,213307,0.538,4.61e-05,1,0.0866,-5.477,1,0.0309,157.97,4,0.245
671,Rich Music LTD,Perreo en La Luna,0RDgqtvOHLwcI6yz9bjsZV,86,True,2019,0.268,0.711,218587,0.757,0.0,1,0.367,-4.188,0,0.29,174.013,4,0.724
672,Tyga,MAMACITA,51wFQM8W0YfXTmHusXUr5i,76,True,2019,0.0257,0.786,202653,0.733,0.0,6,0.143,-4.961,0,0.127,101.046,4,0.358
673,Weezer,Lost in the Woods - Weezer Version,227zkOoNpqRrzEPxvVRiF5,72,False,2019,0.198,0.403,185232,0.598,0.0,8,0.101,-5.735,1,0.0241,75.592,4,0.294
674,Flo Milli,Beef FloMix,4J2NxCNqehE0MiZhbu97Jx,70,True,2019,0.239,0.857,147692,0.575,0.0,7,0.293,-8.36,1,0.221,116.993,4,0.901
675,bbno$,nursery,2napy7uG4RI74SoyKJVGl5,72,True,2019,0.403,0.926,146286,0.553,0.00115,5,0.0663,-8.053,1,0.152,104.98,4,0.83
676,Dermot Kennedy,Outnumbered,6UjZ2Yx2g2a52XxiA8ONxZ,79,False,2019,0.247,0.614,245700,0.684,0.0,0,0.0976,-5.79,1,0.157,156.85,4,0.258
677,Parmalee,Just the Way,5PAvFGse5jjDH9ke8Mae7D,69,False,2019,0.107,0.426,193880,0.829,0.0,9,0.317,-2.84,1,0.0569,180.241,4,0.814
678,XXXTENTACION,NorthStar - Remix,7t27DLlJCOCt0Y3XTUGAbc,71,True,2019,0.126,0.867,166407,0.811,2.47e-06,1,0.0676,-5.437,1,0.112,149.967,4,0.829
679,Martin Jensen,Nobody,2qfEcCkEo5NscA9GL7ER72,76,True,2019,0.269,0.673,211040,0.687,0.0,6,0.181,-5.295,0,0.0623,96.964,4,0.524
680,Taylor Swift,London Boy,1LLXZFeAHK9R4xUramtUKw,73,False,2019,0.0246,0.695,190240,0.71,0.000104,1,0.133,-6.639,1,0.05,157.925,4,0.557
681,Camila Cabello,Living Proof,1jg9clsGCDqOumfS0X5xm9,75,False,2019,0.109,0.735,194440,0.514,0.0,7,0.359,-5.464,1,0.082,77.566,4,0.517
682,Lauren Alaina,Getting Good,6ZU30kIHamg5oiQm4gQQ3A,68,False,2019,0.307,0.499,201480,0.643,0.0,11,0.106,-5.416,1,0.0354,93.805,4,0.469
683,Dean Lewis,Half A Man,1ugQtcwmKOXvKAYzhjncmv,76,False,2019,0.855,0.507,179120,0.204,0.0,0,0.143,-11.575,1,0.0504,77.765,4,0.343
684,KSI,"Down Like That (feat. Rick Ross, Lil Baby & S-X)",4etKC4ngPKsQDHUMnYgV3A,78,True,2019,0.353,0.591,175462,0.8,0.0,1,0.247,-4.956,1,0.286,139.473,4,0.596
685,AJ Mitchell,All My Friends,5Xq7KPZSONkhHx6DFTAbTz,73,False,2019,0.0488,0.62,172787,0.64,0.0,4,0.0647,-5.285,1,0.0334,90.032,4,0.445
686,John Mayer,Carry Me Away,6TL3MOcVW8i1UiJkvhpDbR,74,False,2019,0.0428,0.703,156987,0.668,0.000408,4,0.0963,-7.746,1,0.0289,120.005,4,0.659
687,Taylor Swift,Afterglow,1SymEzIT3H8UZfibCs3TYi,72,False,2019,0.13,0.756,223293,0.449,0.0,9,0.114,-8.746,1,0.0344,111.011,4,0.399
688,FLETCHER,All Love,7iv32XEy2HlM7PqQO4lp5f,71,True,2019,0.272,0.678,193600,0.487,0.000261,4,0.181,-7.177,1,0.0866,141.983,4,0.48
689,Smokepurpp,Dirty Dirty (feat. Lil Skies),1e4jcHkbKwazmvLw0ug4EL,71,True,2019,0.236,0.791,144096,0.552,0.0,5,0.137,-8.289,0,0.0451,99.98,4,0.326
690,Trippie Redd,Leray,6GivWRmlYtefJr28jev6e0,69,True,2019,0.789,0.774,122707,0.195,0.00103,4,0.109,-12.233,1,0.087,132.847,4,0.369
691,Tory Lanez,Forever,0oVxGuRMnawFgA8aduocfc,72,True,2019,0.000159,0.805,172245,0.776,0.0,1,0.0502,-6.006,1,0.139,146.997,4,0.172
692,DaBaby,iPHONE (with Nicki Minaj),3GX2hFAekmSduZzcS52OnR,69,True,2019,0.243,0.733,191920,0.574,0.0,1,0.231,-6.409,0,0.266,159.987,4,0.305
693,Dallas Smith,Drop,6p6WrBXONAaXj7y2N5xg91,69,False,2019,0.14,0.632,203213,0.872,0.0,6,0.131,-4.242,1,0.0638,119.969,4,0.339
694,Ed Sheeran,Antisocial (with Travis Scott),1DhRbox3xkceP64k3JeYfW,75,False,2019,0.133,0.715,161747,0.823,0.0,5,0.361,-5.313,0,0.0495,151.956,4,0.91
